npsn,nama_sekolah,alamat,kelurahan,kecamatan,jumlah_siswa,jumlah_guru,kepala_sekolah,telp_sekolah,akreditasi,tipe_sekolah,koordinat
20106541,SMP K. Yusuf,Jl. Arwana II No. 16 Jemb. II,Pejagalan,Penjaringan,274,18.0,Wiharta Adi Putra,021 6693111,A,SMP,"-6.141482, 106.794708"
20106544,SMP Kasih Ananda I,Jl. Pegangsaan Dua Raya No. 3,Kelapa Gading Timur,Kelapa Gading,182,18.0,Jajang Setiawan,021 29744811,A,SMP,"-6.14475, 106.914665"
20106547,SMP Keluarga Kusuma Marsudirini,Jl. Kramat Jaya No. 1B,Lagoa,Koja,249,23.0,"SR. M. CHRISTERA, OSF. S.Pd",021 43902397,A,SMP,"-6.113654, 106.910591"
20106549,SMP Kencana,Jl. Sungai Bambu Pool No. 42,Sungai Bambu,Tanjung Priok,39,10.0,"Nonet Si Wibowo, S.pd",021 43938541,B,SMP,"-6.129309, 106.885887"
20106551,SMP Kristen 4 BPK Penabur,Jl. Hibrida Raya Blok QF-10,Kelapa Gading Barat,Kelapa Gading,788,45.0,"Esther Mukim, S.Pd., M.Si.",021 4507107,A,SMP,"-6.147963, 106.908333"
20106552,SMP Lagoa,Jl. Lagoa III No. 1-3-5,Lagoa,Koja,139,16.0,"Suroso,S.Pd",021 4308134,B,SMP,"-6.115222, 106.90387"
20106556,SMP Manba'ul Hikmah,Jl. Tipar Cakung No. 2,Sukapura,Cilincing,114,18.0,"Ahmad Soleh, S. Ag",021 4404973,B,SMP,"-6.147819, 106.924721"
20106557,SMP Kristen Mawar Saron,Jl. Hibrida Timur III,Pegangsaan Dua,Kelapa Gading,36,17.0,DRS. RUDY MARSITO,021 45843455,A,SMP,"-6.147093, 106.913254"
20106560,SMP Mekar Tanjung,Jl. Warakas VIII No. 46,Warakas,Tanjung Priok,200,14.0,Dra. Arni Sunarti,021 4357288,A,SMP,"-6.12212, 106.87719"
20106561,SMP Methodist,Jl. Terusan Bandengan Utara No. 91,Pejagalan,Penjaringan,187,19.0,"Masnawaty, S.Pd, MM",021 6620212,A,SMP,"-6.136086, 106.790436"
20106568,SMP Muhammadiyah 21,Jl. Kampung Bahari Gang II No. 68,Tanjung Priok,Tanjung Priok,20,9.0,"KUMALA NOVIYANTI, S. Pd.SD",021 4305749,B,SMP,"-6.115679, 106.876312"
20106573,SMP Nazaret,Jl. Jembatan II Blok H/29,Pejagalan,Penjaringan,41,5.0,"Eliza Johanes, MM",021 6695869,B,SMP,"-6.140972, 106.792778"
20106590,SMP Negeri 162 Terbuka,Jl. Marunda Baru IV No. 1,Marunda,Cilincing,23,39.0,SUS INDAH EKO MUSTIKOWENI,021 44851009,Tidak Terakreditasi,SMP,"-6.127395, 106.982201"
20106599,SMP Negeri 261 Terbuka,Jl. Muara Angke,Pluit,Penjaringan,191,21.0,Drs. YUSWADHI PERMANA,021 6682126,Tidak Terakreditasi,SMP,"-6.116576, 106.779152"
20106616,SMP Nurul Falah,Jl. Dewa Kembar,Semper Timur,Cilincing,195,25.0,Akhmad M.S.Pd,021 4416278,B,SMP,"-6.111475, 106.924881"
20106618,SMP Nurul Huda,Jl. Ancol Selatan II / 48,Sunter Agung,Tanjung Priok,142,16.0,"Dewi Lukitasari, S.Pd",021 99445266,B,SMP,"-6.129823, 106.857224"
20106619,SMP Nurul Iman,Jl. Lagoa Kanal Komp. TNI-AD Kebon Bawang,Kebon Bawang,Tanjung Priok,269,9.0,"Supriyanto,S.Pd",021 4353794,B,SMP,"-6.113203, 106.887848"
20106621,SMP Nurul Islam,Jl. Tanah Pasir No. 64,Pluit,Penjaringan,259,22.0,"Miswo, S.Pd",021 6623113,B,SMP,"-6.131552, 106.799767"
20106623,SMP Padindi,Jl. Papanggo II D/ 70,Papanggo,Tanjung Priok,102,12.0,"Haliwat, S.TP",021 98254241,B,SMP,"-6.127887, 106.878777"
20106628,SMP Permai,Jl. Pluit Karang Barat Blok O-IV,Pluit,Penjaringan,486,35.0,"Anne Maria Krisnataliany, S.H.",021 6617515,A,SMP,"-6.131319, 106.77977"
20106630,SMP Permata Indah,Jl. Kampung Gusti Blok A/1,Pejagalan,Penjaringan,177,14.0,"Jayawati Surya, SE.MM",021 6680801,A,SMP,"-6.139386, 106.778564"
20106633,SMP Pluit Raya,Jl. Jembatan 3 No. 1,Penjaringan,Penjaringan,191,14.0,"Drs. MUSANEP, MA","021 6631914, 021 6631669",B,SMP,"-6.131298, 106.792221"
20106634,SMP Pusaka Abadi,Jl. V No. 26-28 Teluk Gong,Pejagalan,Penjaringan,111,12.0,"M. I Soni Bowa, SE","021 6601644, 021 6606670",A,SMP,"-6.139287, 106.784676"
20106635,SMP Pusaka Nusantara,Jl. Edam 2 No. 17,Tanjung Priok,Tanjung Priok,74,9.0,Agus Widodo,021 4301552,B,SMP,"-6.111102, 106.891899"
20106637,SMP Remaja,Jl. Budi Jaya I-3,Sungai Bambu,Tanjung Priok,51,9.0,"AZRICHAN, S.Si",021 4370559,Tidak Terakreditasi,SMP,"-6.126158, 106.884125"
20106640,SMP Saint Nicholas,Jl. Pantai Indah Utara Blok S No. 8 PIK,Pluit,Penjaringan,125,14.0,"Soleman Pepang, S.Si",021 55965755,A,SMP,"-6.123822, 106.753098"
20106645,SMP Santa Cicilia 2,Jl. Pademangan II Gg 21No. 23,Pademangan Timur,Pademangan,186,12.0,Drs.Yustinus Kopong Padak,021 6413894,A,SMP,"-6.13626, 106.832718"
20106651,SMP Sari Putra,Jl. KEBON BARU BLOK X GG IV NO:25,Semper Barat,Cilincing,235,10.0,Drs. MUSONEF,021 4407177,B,SMP,"-6.138328, 106.919838"
20106653,SMP Sejahtera,Jl. Walang Baru VI No. 19,Tugu Utara,Koja,242,18.0,"Ahmad Fadli, S.Pd.I",021 43902596,A,SMP,"-6.1249, 106.903999"
20106654,SMP Sejahtera,Jl. Ampera Besar No. 18,Pademangan Barat,Pademangan,332,13.0,"Drs.H Eman Sulaeman, M.Si",021 6406636,A,SMP,"-6.1384, 106.837601"
20106656,SMP St. Fransiskus Xaverius III,Jalan Raya Cakung Cilincing No.11,Semper Timur,Cilincing,132,8.0,Antonius Tefa Kofi,021 4407047,B,SMP,"-6.11558, 106.939873"
20106670,SMP St. Maria Della Strada,Jl. Pademangan II No. 1,Pademangan Timur,Pademangan,459,21.0,"Theresia Sinaga, S.Pd",021 64711937,A,SMP,"-6.134898, 106.842537"
20106672,SMP Stella Maris,Jl. Lele Blok A1 Teluk Gong,Pejagalan,Penjaringan,68,13.0,"Purwantoro, S.Pd","021 6600920, 021 6617037",A,SMP,"-6.130479, 106.778"
20106674,SMP Strada Santo FX-I,Jl. Gadang No. 81,Tanjung Priok,Tanjung Priok,195,12.0,Antonius Widi Karyono,021 4300411,A,SMP,"-6.118669, 106.882996"
20106682,SMP Syahid I,Jl. Bakti No. 27,Cilincing,Cilincing,323,25.0,"Drs. Zaenal Gusti, M.Pd",021 4415064,B,SMP,"-6.10897, 106.936638"
20106683,SMP Taman Pusaka,Jl. Gembira II 55-57,Sungai Bambu,Tanjung Priok,178,12.0,"R.Hardjono,SE",021 4309418,B,SMP,"-6.119858, 106.881432"
20106684,SMP Tanjung Priok,Jl. Mangga No. 40,Lagoa,Koja,290,21.0,"Syarif Ansori, S.Pd",021 43900659,A,SMP,"-6.129313, 106.919769"
20106685,SMP Tarakanita 2,Jl. Taman Pluit Barat No. 1,Pluit,Penjaringan,290,23.0,Emanuel Kristiyanto,021 6690654,A,SMP,"-6.113316, 106.790527"
20106688,SMP Terpadu,Jl. Kalibaru Barat VI No. 48,Kalibaru,Cilincing,193,10.0,"Hj. Nursidar, S.Pd. MM",021 37349362,B,SMP,"-6.106648, 106.919914"
20106689,SMP Tunas Bangsa,Jl. Sunter Garden Blok C.7,Sunter Agung,Tanjung Priok,204,16.0,"Albert, S.Pd.",021 6500983,A,SMP,"-6.122779, 106.864166"
20106693,SMP Unwanus Saadah,Jl. Plumpang Semper No. 3,Tugu Utara,Koja,196,13.0,"Iyazillah, S.Ag",021 4300879,B,SMP,"-6.13408, 106.91246"
20106696,SMP Wijaya Kusuma,Jl. Bandengan Utara No. 80,Penjaringan,Penjaringan,70,20.0,"Haeriyah,S.Pd",021 668439,A,SMP,"-6.135916, 106.801682"
20106697,SMP Wiyatamandala,Jl. Swasembada Timur XIII No. 46-50,Tanjung Priok,Tanjung Priok,18,10.0,"HENDY WIJAYA,S.Pd.",021 4301158,B,SMP,"-6.121919, 106.891037"
20106700,SMP YAKPI I DKI Jaya,Jl. Hidup Baru No. 260,Pademangan Barat,Pademangan,407,12.0,"H.D.A. Resmana, S. Pd",021 6450218,B,SMP,"-6.132009, 106.843117"
20106703,SMP Yampi,Jl. Teratai R.S. Ancol No. 29,Sunter Agung,Tanjung Priok,144,8.0,"Sugiyono, S.Pd.",021 6405052,B,SMP,"-6.128302, 106.85302"
20106704,SMP Yamifsa,Jl. Maja No. 40,Lagoa,Koja,119,10.0,Edy Supratno S.Pd.I,021 4360778,B,SMP,"-6.12026, 106.90506"
20106705,SMP Yanindo,Jl. Martadinata No. 4,Tanjung Priok,Tanjung Priok,58,9.0,K. SUNARYADI.SE.S.Pd.M.Si,021 43932261,B,SMP,"-6.119932, 106.86676"
20106708,SMP Yappenda,Jl. Swasembada Timur V/11,Kebon Bawang,Tanjung Priok,277,18.0,"Suratmilah,S.Pd",021 22433839,B,SMP,"-6.12294, 106.892181"
20106709,SMP Yapensori,Jl. Maja No. 53 A,Lagoa,Koja,199,15.0,"ALI MURYITNO, S.Pd",021 43905274,B,SMP,"-6.111428, 106.904808"
20106713,SMP Yaspi,Jl. Komp. Kebersihan DKI,Semper Barat,Cilincing,391,17.0,"Rizal Efendi, S.Pd",021 4415756,B,SMP,"-6.135277, 106.903236"
20106715,SMP Yusha,Jl. Mawar Luar No. 1,Tugu Utara,Koja,122,21.0,Muhammad Shalahudin Arpi,021 4359572,B,SMP,"-6.119431, 106.908455"
20106716,SMP Negeri 136,Jl. Bendungan Melayu No. 80,Tugu Selatan,Koja,741,38.0,"Yayah Rohayah, S.Pd",021 43911114,A,SMP,"-6.133444, 106.906998"
20106717,SMP Abdi Siswa,Jl. Patra Raya Tomang Raya No. 1,Duri Kepa,Kebon Jeruk,108,14.0,"Agustina Retno Indriastuti, S.Pd.",021 5659055,A,SMP,"-6.182425, 106.779785"
20106718,SMP Ad-Da'wah,Jl. Madrasah Tanah Koja Rt. 007/02,Duri Kosambi,Cengkareng,367,25.0,"Drs. H.JAMALUDDIN, M.Si",021 5459328,B,SMP,"-6.170905, 106.723289"
20106719,SMP Al Abror,Jl. Manggis,Srengseng,Kembangan,64,12.0,Ahmad Baihaqi,0896 53169175,A,SMP,"-6.204891, 106.757599"
20106720,SMP Al Azhar,Jl. H. Sa'aba Raya Komp. Unilever,Meruya Selatan,Kembangan,277,24.0,"Drs. Nasikhun, MA.",021 587 1684,A,SMP,"-6.215332, 106.727043"
20106722,SMP Al Hamidiyah,Jl. Raya Kedoya Selatan No.50,Kedoya Selatan,Kebon Jeruk,272,28.0,"HAMBALI, S.Pd",021 5821416,B,SMP,"-6.179687, 106.75988"
20106723,SMP Al Hasanah,Jl. Daud No. 15 Sukabumi Utara Kebon Jeruk,Sukabumi Selatan,Kebon Jeruk,203,21.0,"Nurhasanah, S.Pd",021 5356755,B,SMP,"-6.206179, 106.775894"
20106724,SMP Al Huda,Jl. H. Alimun Kelapa Dua,Kelapa Dua,Kebon Jeruk,0,15.0,"Martiana Sari, M. Pd",021 5361634,A,SMP,"-6.203219, 106.768494"
20106727,SMP Al Kamal,Jl. Raya Al Kamal No.2 Kedoya Selatan,Kedoya Selatan,Kebon Jeruk,147,15.0,"Edi Prasetiyo, S.Kom",021 98566194,A,SMP,"-6.1867, 106.759903"
20106728,SMP Al Mukhlish,Jl. Asia Baru Duri Kepa No. 60,Duri Kepa,Kebon Jeruk,217,14.0,Azhari S.Pd,021 5674776,B,SMP,"-6.175426, 106.775726"
20106729,SMP Al Mukhlisin,Jl. Belimbing Raya Komp. Bojong Indah,Rawa Buaya,Cengkareng,208,13.0,"Umi Sudiroch, S. Pd.I",021 5818367,B,SMP,"-6.16232, 106.737617"
20106730,SMP Al Qomar,Jl. Kamal Raya No. 1,Tegal Alur,Kalideres,0,17.0,"A. Budi Setiawan, SE",021 5557407,A,SMP,"-6.125385, 106.723602"
20106731,SMP Al Washilah,Jl. Kembangan Baru No.20,Kembangan Utara,Kembangan,103,12.0,"Chairul Safrudin,S.Pd",021 58357643,B,SMP,"-6.168038, 106.751259"
20106733,SMP Al-Jihad,Jl. Kapuk Kebun Jahe,Kapuk,Cengkareng,135,11.0,"IBNU ABAS, S.PdI",021 83473684,B,SMP,"-6.133388, 106.748718"
20106734,SMP Al-Manshuriyah,Jl. Kembangan Baru No. 109,Kembangan Selatan,Kembangan,312,22.0,"Drs. H.Abdul Rokhman, MM",021 58302511,A,SMP,"-6.186129, 106.732109"
20106735,SMP Al-Yauma,Jl. Masjid Al Istiqomah,Duri Kosambi,Cengkareng,109,13.0,"Ahmad Nahas, S Ag.",021 5456834,B,SMP,"-6.169946, 106.721474"
20106736,SMP Kristen Almasih,Jl. Wijaya Kusuma V Blok E I No. 1,Wijaya Kusuma,Grogol Petamburan,101,11.0,Dra.Kordina Sinaga,021 5645127,A,SMP,"-6.148148, 106.780807"
20106737,SMP Amitayus,Jl. Seni Budaya Raya I,Jelambar,Grogol Petamburan,46,7.0,"Cilfia Ojong, BA",021 5676717,B,SMP,"-6.17409, 106.790321"
20106739,SMP Ash Solihin,Jl. Kh. Thohir Rt. 001/07No. 6,Sukabumi Selatan,Kebon Jeruk,103,10.0,Abdul Kholik. Drs,021 5331104,B,SMP,"-6.225097, 106.768066"
20106740,SMP Attaufik,Jl. Fajar Baru Raya No. 342,Cengkareng Timur,Cengkareng,180,12.0,Hj. Dyah Martini Fournineny,021 29405985,B,SMP,"-6.139068, 106.73278"
20106741,SMP Baptis Cengkareng Indah,Jl. Cengkareng Indah Blok GB No. 1,Kapuk,Cengkareng,93,13.0,"AGUNG SUMARGO, S.Pd",021 5450855,B,SMP,"-6.143809, 106.747322"
20106742,SMP Baptis Elim,Jl. Dr. Susilo I/388,Grogol,Grogol Petamburan,29,15.0,"Ester Andriani, S.Si",021 5683022,A,SMP,"-6.16167, 106.793648"
20106743,SMP Barunawati,Jl. X.III Aipda KS. Tubun II/III No. 7,Palmerah,Palmerah,180,21.0,"Dra. Sumaryati, M.Pd",021 5303083,A,SMP,"-6.192379, 106.804878"
20106744,SMP Benteng Gading,Jl. Bougenville No. 50,Kamal,Kalideres,45,14.0,"Gunardi, S.Pd.",021 98214383,B,SMP,"-6.106122, 106.702904"
20106745,SMP Bhara Trikora,Kav.Polri Blok F,Jelambar,Grogol Petamburan,34,8.0,"Hj. Nurhadiati,S.Pd",021 5649171,B,SMP,"-6.16584, 106.786034"
20106746,SMP Bhineka Tunggal Ika,Jl. KH.M. Masyur 222-AA,Tanah Sareal,Tambora,195,21.0,"JUNAIDIN, S.Pd",021 6310070,A,SMP,"-6.147411, 106.806549"
20106747,SMP Bina Kusuma,Perumahan Citra I Blok I/8,Kalideres,Kalideres,120,19.0,"Drs.George.L.Tuhumury,MPd",021 5418104,A,SMP,"-6.141558, 106.707504"
20106748,SMP Bina Taruna,Jl. Kapuk Raya Gg. Subur,Kapuk,Cengkareng,271,15.0,"H. Bahruddin, M.Pd.",021 5441468,B,SMP,"-6.128159, 106.740257"
20106749,SMP Bina Utama,Jl. Kepa Timur Raya No. 1,Duri Kepa,Kebon Jeruk,22,11.0,"Drs. Basiran, MM",021 22561880,B,SMP,"-6.180202, 106.775352"
20106750,SMP Bintang Kejora,Jl. Cengkareng Indah,Kapuk,Cengkareng,96,14.0,"SR. PAULINA L. PONOMBAN, JMJ, MPd.",021 54367583,A,SMP,"-6.146801, 106.747849"
20106751,SMP Budaya,Jl. Duri Utara III No. 35,Duri Utara,Tambora,0,19.0,"Sucipto, S.Pd., MM",021 6313105,B,SMP,"-6.152344, 106.805496"
20106752,SMP Budi Bahasa,Jl. Kali Anyar IV No. 1,Kalianyar,Tambora,126,11.0,JM. SABAM SINAGA,021 6349825,B,SMP,"-6.153235, 106.800392"
20106757,SMP Candra Jaya,Jl. Sawah Lio IV No.8B,Jembatan Lima,Tambora,83,10.0,"SASONGKO, M. Pd",021 6334704,B,SMP,"-6.146302, 106.801155"
20106758,SMP Candra Naya,Jl. Jembatan Besi II No. 26,Jembatan Besi,Tambora,175,15.0,"Sudirman Nababan, S.Pd.",021 63860753,A,SMP,"-6.149681, 106.797691"
20106759,SMP Cinta Kasih Tzu Chi,Jl. Kamal Raya Outer Ring Road No. 20,Cengkareng Timur,Cengkareng,379,24.0,"ASEP YAYA SUHAYA,S.E., M.M.",021 54397565,A,SMP,"-6.13178, 106.737877"
20106761,SMP Cendrawasih,Jl. Cendrawasih Raya No. 60,Cengkareng Barat,Cengkareng,84,13.0,DRS. Suharmen,021 6191116,B,SMP,"-6.143776, 106.723763"
20106762,SMP Cengkareng I,Jl. Bambu Larangan Raya No. 67,Cengkareng Barat,Cengkareng,764,43.0,"Dra. Sri Nur Rochmatun, MM",021 5418110,A,SMP,"-6.1432, 106.718498"
20106764,SMP Cindera Mata Indah,Jl. TSS. Gg. Budi No. 86,Duri Utara,Tambora,96,7.0,Drs. Heri Sudirman,021 63855095,A,SMP,"-6.155669, 106.804947"
20106766,SMP Damai,Jl. Duri Selatan V No.29,Duri Selatan,Tambora,177,12.0,Drs. FX Tapinus,021- 6320365,A,SMP,"-6.159105, 106.804878"
20106767,SMP Darul Izzah,Jl. Masjid Nurul Huda No. 25,Cengkareng Timur,Cengkareng,321,20.0,"Mafruhin, S. Ag.",021 5453717,B,SMP,"-6.149912, 106.732002"
20106768,SMP Dharma Savana,Jl. Padamulya VI No.176B,Angke,Tambora,108,17.0,"Livannia Priska Susanto, S.Pd.",021 6348144,A,SMP,"-6.143693, 106.793022"
20106769,SMP Duta Bangsa,Jl. Kapuk Lapang Bola 150,Kapuk,Cengkareng,194,13.0,"JUANTA, S.Ag. M.M",021 92789677,B,SMP,"-6.131018, 106.743431"
20106770,SMP Duta Mas,Jl. Wijaya VIII Komp. Taman Duta Mas,Wijaya Kusuma,Grogol Petamburan,173,15.0,"H. Mansyur Ismail, BA",021 98112271,B,SMP,"-6.15074, 106.779152"
20106771,SMP Duta Ursula,Jl. Tmn Duta Mas Blok F4/1,Wijaya Kusuma,Grogol Petamburan,16,10.0,"Iis Darmawan, BA",021 5647890,B,SMP,"-6.152228, 106.779495"
20106773,SMP Eka Sakti,Jl. Ukir Raya No. 30A,Cengkareng Timur,Cengkareng,16,13.0,"Subardi, SE",021 5453289,B,SMP,"-6.140447, 106.770432"
20106775,SMP Era Pembangunan 3,Jl. Gaga Alastua No. 122,Semanan,Kalideres,616,30.0,Drs. H. K Mahmudi Hs,021 98286849,A,SMP,"-6.139103, 106.7099"
20106776,SMP Esti Bakti,Jl. Raya Kapuk Gg. Taniwan,Kapuk,Cengkareng,40,19.0,"Fitrianah, S.Pd",021 5458406,B,SMP,"-6.139468, 106.759392"
